time,x,y,z,xvalue,yvalue,zvalue
0,-2.36842,2.89474,0,0,0,-1.10907e-07
0,-2.36842,3.42105,0,0,0,-1.21012e-07
0,-2.36842,3.94737,0,0,0,-1.28349e-07
0,-2.36842,4.47368,0,0,0,-1.30883e-07
0,-2.36842,5,0,0,0,-1.2676e-07
0,-1.84211,-5,0,0,0,7.69797e-08
0,-1.84211,-4.47368,0,0,0,6.46247e-08
0,-1.84211,-3.94737,0,0,0,3.11103e-08
0,-1.84211,-3.42105,0,-0,0,-4.84224e-09
0,-1.84211,-2.89474,0,-0,0,-3.24916e-08
0,-1.84211,-2.36842,0,-0,0,-4.97033e-08
0,-1.84211,-1.84211,0,-0,0,-5.8073e-08
0,-1.84211,-1.31579,0,-0,0,-6.02352e-08
0,-1.84211,-0.789474,0,-0,0,-5.89912e-08
0,-1.84211,-0.263158,0,0,0,-5.69656e-08
0,-1.84211,0.263158,0,0,0,-5.62508e-08
0,-1.84211,0.789474,0,0,0,-5.84518e-08
0,-1.84211,1.31579,0,0,0,-6.44405e-08
0,-1.84211,1.84211,0,0,0,-7.42935e-08
0,-1.84211,2.36842,0,0,0,-8.71299e-08
0,-1.84211,2.89474,0,0,0,-1.01479e-07
0,-1.84211,3.42105,0,0,0,-1.15521e-07
0,-1.84211,3.94737,0,0,0,-1.27346e-07
0,-1.84211,4.47368,0,0,0,-1.34795e-07
0,-1.84211,5,0,0,0,-1.35667e-07
0,-1.31579,-5,0,0,0,7.48806e-08
0,-1.31579,-4.47368,0,0,0,6.18517e-08
0,-1.31579,-3.94737,0,-0,0,2.88942e-08
0,-1.31579,-3.42105,0,-0,0,-5.50639e-09
0,-1.31579,-2.89474,0,-0,0,-3.10135e-08
0,-1.31579,-2.36842,0,-0,0,-4.5769e-08
0,-1.31579,-1.84211,0,-0,0,-5.1441e-08
0,-1.31579,-1.31579,0,-0,0,-5.09473e-08
0,-1.31579,-0.789474,0,-0,0,-4.73313e-08
0,-1.31579,-0.263158,0,-0,0,-4.33899e-08
0,-1.31579,0.263158,0,0,0,-4.0889e-08
0,-1.31579,0.789474,0,0,0,-4.15496e-08
0,-1.31579,1.31579,0,0,0,-4.69992e-08
0,-1.31579,1.84211,0,0,0,-5.77039e-08
0,-1.31579,2.36842,0,0,0,-7.2692e-08
0,-1.31579,2.89474,0,0,0,-9.00526e-08
0,-1.31579,3.42105,0,0,0,-1.07829e-07
0,-1.31579,3.94737,0,0,0,-1.23678e-07
0,-1.31579,4.47368,0,0,0,-1.35436e-07
0,-1.31579,5,0,0,0,-1.40882e-07
0,-0.789474,-5,0,0,0,7.23828e-08
0,-0.789474,-4.47368,0,-0,0,6.19695e-08
0,-0.789474,-3.94737,0,-0,0,3.14619e-08
0,-0.789474,-3.42105,0,-0,0,-1.38827e-09
0,-0.789474,-2.89474,0,-0,0,-2.56899e-08
0,-0.789474,-2.36842,0,-0,0,-3.9159e-08
0,-0.789474,-1.84211,0,-0,0,-4.33874e-08
0,-0.789474,-1.31579,0,-0,0,-4.14011e-08
0,-0.789474,-0.789474,0,-0,0,-3.73207e-08
0,-0.789474,-0.263158,0,-0,0,-3.45218e-08
0,-0.789474,0.263158,0,0,0,-3.13252e-08
0,-0.789474,0.789474,0,0,0,-2.81692e-08
0,-0.789474,1.31579,0,0,0,-3.1099e-08
0,-0.789474,1.84211,0,0,0,-4.17477e-08
0,-0.789474,2.36842,0,0,0,-5.83819e-08
0,-0.789474,2.89474,0,0,0,-7.84939e-08
0,-0.789474,3.42105,0,0,0,-9.9481e-08
0,-0.789474,3.94737,0,0,0,-1.18918e-07
0,-0.789474,4.47368,0,0,0,-1.34436e-07
0,-0.789474,5,0,0,0,-1.43736e-07
0,-0.263158,-5,0,0,0,6.88569e-08
0,-0.263158,-4.47368,0,0,0,6.40165e-08
0,-0.263158,-3.94737,0,0,0,3.81219e-08
0,-0.263158,-3.42105,0,-0,0,7.22674e-09
0,-0.263158,-2.89474,0,-0,0,-1.67063e-08
0,-0.263158,-2.36842,0,-0,0,-3.01452e-08
0,-0.263158,-1.84211,0,-0,0,-3.40682e-08
0,-0.263158,-1.31579,0,-0,0,-3.17694e-08
0,-0.263158,-0.789474,0,-0,0,-3.03623e-08
0,-0.263158,-0.263158,0,-0,0,-4.52872e-08
0,-0.263158,0.263158,0,0,0,-4.7602e-08
0,-0.263158,0.789474,0,0,0,-2.43082e-08
0,-0.263158,1.31579,0,0,0,-1.89457e-08
0,-0.263158,1.84211,0,0,0,-2.80647e-08
0,-0.263158,2.36842,0,0,0,-4.58792e-08
0,-0.263158,2.89474,0,0,0,-6.83204e-08
0,-0.263158,3.42105,0,0,0,-9.21329e-08
0,-0.263158,3.94737,0,0,0,-1.14578e-07
0,-0.263158,4.47368,0,0,0,-1.33134e-07
0,-0.263158,5,0,0,0,-1.45577e-07
0,0.263158,-5,0,0,0,6.28535e-08
0,0.263158,-4.47368,0,0,0,6.59687e-08
0,0.263158,-3.94737,0,0,0,4.74488e-08
0,0.263158,-3.42105,0,0,0,1.99319e-08
0,0.263158,-2.89474,0,0,0,-3.75487e-09
0,0.263158,-2.36842,0,0,0,-1.80901e-08
0,0.263158,-1.84211,0,-0,0,-2.26869e-08
0,0.263158,-1.31579,0,-0,0,-1.95648e-08
0,0.263158,-0.789474,0,-0,0,-1.52509e-08
0,0.263158,-0.263158,0,-0,0,-1.35596e-07
0,0.263158,0.263158,0,0,0,-2.10584e-07
0,0.263158,0.789474,0,0,0,-2.79204e-08
0,0.263158,1.31579,0,0,0,-1.01185e-08
0,0.263158,1.84211,0,0,0,-1.75685e-08
0,0.263158,2.36842,0,0,0,-3.64215e-08
0,0.263158,2.89474,0,0,0,-6.08331e-08
0,0.263158,3.42105,0,0,0,-8.69054e-08
0,0.263158,3.94737,0,0,0,-1.11697e-07
0,0.263158,4.47368,0,0,0,-1.32648e-07
0,0.263158,5,0,0,0,-1.47296e-07
0,0.789474,-5,0,0,0,5.25619e-08
0,0.789474,-4.47368,0,0,0,6.49411e-08
0,0.789474,-3.94737,0,0,0,5.65349e-08
0,0.789474,-3.42105,0,0,0,3.53963e-08
0,0.789474,-2.89474,0,0,0,1.33057e-08
0,0.789474,-2.36842,0,-0,-0,-1.98075e-09
0,0.789474,-1.84211,0,-0,-0,-7.82289e-09
0,0.789474,-1.31579,0,-0,-0,-3.27929e-09
0,0.789474,-0.789474,0,-0,-0,1.98144e-08
0,0.789474,-0.263158,0,-0,-0,1.96318e-07
0,0.789474,0.263158,0,0,-0,9.1338e-08
0,0.789474,0.789474,0,0,-0,-8.99484e-09
0,0.789474,1.31579,0,0,-0,-1.42906e-09
0,0.789474,1.84211,0,0,0,-1.04519e-08
0,0.789474,2.36842,0,0,0,-3.09431e-08
0,0.789474,2.89474,0,0,0,-5.71478e-08
0,0.789474,3.42105,0,0,0,-8.49409e-08
0,0.789474,3.94737,0,0,0,-1.11293e-07
0,0.789474,4.47368,0,0,0,-1.33623e-07
0,0.789474,5,0,0,0,-1.49643e-07
0,1.31579,-5,0,0,0,3.64961e-08
0,1.31579,-4.47368,0,0,0,5.77832e-08
0,1.31579,-3.94737,0,0,0,6.10309e-08
0,1.31579,-3.42105,0,0,0,4.97594e-08
0,1.31579,-2.89474,0,0,0,3.26428e-08
0,1.31579,-2.36842,0,-0,0,1.80304e-08
0,1.31579,-1.84211,0,-0,-0,1.08054e-08
0,1.31579,-1.31579,0,-0,-0,1.36914e-08
0,1.31579,-0.789474,0,-0,-0,3.11179e-08
0,1.31579,-0.263158,0,-0,0,6.14218e-08
0,1.31579,0.263158,0,0,-0,3.47563e-08
0,1.31579,0.789474,0,0,-0,9.63911e-09
0,1.31579,1.31579,0,0,-0,5.9428e-09
0,1.31579,1.84211,0,0,0,-7.40385e-09
0,1.31579,2.36842,0,0,0,-3.0175e-08
0,1.31579,2.89474,0,0,0,-5.78785e-08
0,1.31579,3.42105,0,0,0,-8.67394e-08
0,1.31579,3.94737,0,0,0,-1.1386e-07
0,1.31579,4.47368,0,0,0,-1.36729e-07
0,1.31579,5,0,0,0,-1.53083e-07
0,1.84211,-5,0,0,0,1.4106e-08
0,1.84211,-4.47368,0,0,0,4.22997e-08
0,1.84211,-3.94737,0,0,0,5.6484e-08
0,1.84211,-3.42105,0,0,0,5.69054e-08
0,1.84211,-2.89474,0,0,0,4.84087e-08
0,1.84211,-2.36842,0,0,0,3.77773e-08
0,1.84211,-1.84211,0,-0,-0,3.04395e-08
0,1.84211,-1.31579,0,-0,-0,2.91448e-08
0,1.84211,-0.789474,0,-0,-0,3.3115e-08
0,1.84211,-0.263158,0,-0,0,3.42303e-08
0,1.84211,0.263158,0,0,-0,2.52133e-08
0,1.84211,0.789474,0,0,-0,1.76961e-08
0,1.84211,1.31579,0,0,0,8.25791e-09
0,1.84211,1.84211,0,0,0,-9.73354e-09
0,1.84211,2.36842,0,0,0,-3.48288e-08
0,1.84211,2.89474,0,0,0,-6.3472e-08
0,1.84211,3.42105,0,0,0,-9.25636e-08
0,1.84211,3.94737,0,0,0,-1.19504e-07
0,1.84211,4.47368,0,0,0,-1.41937e-07
0,1.84211,5,0,0,0,-1.57715e-07
0,2.36842,-5,0,0,0,-1.41836e-08
0,2.36842,-4.47368,0,0,0,1.8074e-08
0,2.36842,-3.94737,0,0,0,4.04225e-08
0,2.36842,-3.42105,0,0,0,5.15391e-08
0,2.36842,-2.89474,0,0,0,5.30682e-08
0,2.36842,-2.36842,0,0,0,4.9062e-08
0,2.36842,-1.84211,0,0,0,4.38316e-08
0,2.36842,-1.31579,0,0,0,3.98666e-08
0,2.36842,-0.789474,0,0,0,3.69216e-08
0,2.36842,-0.263158,0,-0,0,3.29242e-08
0,2.36842,0.263158,0,-0,0,2.69571e-08
0,2.36842,0.789474,0,-0,0,1.79966e-08
0,2.36842,1.31579,0,0,0,3.04294e-09
0,2.36842,1.84211,0,0,0,-1.86464e-08
0,2.36842,2.36842,0,0,0,-4.51967e-08
0,2.36842,2.89474,0,0,0,-7.39674e-08
0,2.36842,3.42105,0,0,0,-1.02348e-07
0,2.36842,3.94737,0,0,0,-1.28122e-07
0,2.36842,4.47368,0,0,0,-1.49156e-07
0,2.36842,5,0,0,0,-1.63336e-07
0,2.89474,-5,0,0,0,-4.69587e-08
0,2.89474,-4.47368,0,0,0,-1.33584e-08
0,2.89474,-3.94737,0,0,0,1.33516e-08
0,2.89474,-3.42105,0,0,0,3.18465e-08
0,2.89474,-2.89474,0,0,0,4.19986e-08
0,2.89474,-2.36842,0,0,0,4.53984e-08
0,2.89474,-1.84211,0,0,0,4.45127e-08
0,2.89474,-1.31579,0,0,0,4.1429e-08
0,2.89474,-0.789474,0,0,0,3.69476e-08
0,2.89474,-0.263158,0,-0,0,3.07004e-08
0,2.89474,0.263158,0,-0,0,2.15609e-08
0,2.89474,0.789474,0,-0,0,7.99301e-09
0,2.89474,1.31579,0,0,0,-1.08466e-08
0,2.89474,1.84211,0,0,0,-3.44558e-08
0,2.89474,2.36842,0,0,0,-6.1109e-08
0,2.89474,2.89474,0,0,0,-8.88738e-08
0,2.89474,3.42105,0,0,0,-1.15562e-07
0,2.89474,3.94737,0,0,0,-1.39237e-07
0,2.89474,4.47368,0,0,0,-1.57839e-07
0,2.89474,5,0,0,0,-1.693e-07
0,3.42105,-5,0,0,0,-8.23906e-08
0,3.42105,-4.47368,0,0,0,-4.97603e-08
0,3.42105,-3.94737,0,0,0,-2.16838e-08
0,3.42105,-3.42105,0,0,0,2.89601e-10
0,3.42105,-2.89474,0,0,0,1.56153e-08
0,3.42105,-2.36842,0,0,0,2.45608e-08
0,3.42105,-1.84211,0,0,0,2.81022e-08
0,3.42105,-1.31579,0,0,0,2.73388e-08
0,3.42105,-0.789474,0,0,0,2.30226e-08
0,3.42105,-0.263158,0,-0,0,1.51872e-08
0,3.42105,0.263158,0,-0,0,3.46914e-09
0,3.42105,0.789474,0,0,0,-1.25935e-08
0,3.42105,1.31579,0,0,0,-3.27578e-08
0,3.42105,1.84211,0,0,0,-5.62418e-08
0,3.42105,2.36842,0,0,0,-8.16375e-08
0,3.42105,2.89474,0,0,0,-1.07267e-07
0,3.42105,3.42105,0,0,0,-1.31287e-07
0,3.42105,3.94737,0,0,0,-1.51896e-07
0,3.42105,4.47368,0,0,0,-1.67132e-07
0,3.42105,5,0,0,0,-1.75067e-07
0,3.94737,-5,0,0,0,-1.18544e-07
0,3.94737,-4.47368,0,0,0,-8.82701e-08
0,3.94737,-3.94737,0,0,0,-6.12772e-08
0,3.94737,-3.42105,0,0,0,-3.86523e-08
0,3.94737,-2.89474,0,0,0,-2.13354e-08
0,3.94737,-2.36842,0,0,0,-9.61498e-09
0,3.94737,-1.84211,0,0,0,-3.33558e-09
0,3.94737,-1.31579,0,0,0,-2.10132e-09
0,3.94737,-0.789474,0,0,0,-5.5046e-09
0,3.94737,-0.263158,0,0,0,-1.3304e-08
0,3.94737,0.263158,0,0,0,-2.53358e-08
0,3.94737,0.789474,0,0,0,-4.13043e-08
0,3.94737,1.31579,0,0,0,-6.0676e-08
0,3.94737,1.84211,0,0,0,-8.24401e-08
0,3.94737,2.36842,0,0,0,-1.05298e-07
0,3.94737,2.89474,0,0,0,-1.27825e-07
0,3.94737,3.42105,0,0,0,-1.48272e-07
0,3.94737,3.94737,0,0,0,-1.64874e-07
0,3.94737,4.47368,0,0,0,-1.75935e-07
0,3.94737,5,0,0,0,-1.79563e-07
0,4.47368,-5,0,0,0,-1.53483e-07
0,4.47368,-4.47368,0,0,0,-1.26768e-07
0,4.47368,-3.94737,0,0,0,-1.02123e-07
0,4.47368,-3.42105,0,0,0,-8.06793e-08
0,4.47368,-2.89474,0,0,0,-6.3387e-08
0,4.47368,-2.36842,0,0,0,-5.08455e-08
0,4.47368,-1.84211,0,0,0,-4.33786e-08
0,4.47368,-1.31579,0,0,0,-4.08559e-08
0,4.47368,-0.789474,0,0,0,-4.30339e-08
0,4.47368,-0.263158,0,0,0,-4.97275e-08
0,4.47368,0.263158,0,0,0,-6.05099e-08
0,4.47368,0.789474,0,0,0,-7.48264e-08
0,4.47368,1.31579,0,0,0,-9.19778e-08
0,4.47368,1.84211,0,0,0,-1.10843e-07
0,4.47368,2.36842,0,0,0,-1.30301e-07
0,4.47368,2.89474,0,0,0,-1.48837e-07
0,4.47368,3.42105,0,0,0,-1.64923e-07
0,4.47368,3.94737,0,0,0,-1.76989e-07
0,4.47368,4.47368,0,0,0,-1.83047e-07
0,4.47368,5,0,0,0,-1.81438e-07
0,5,-5,0,0,0,-1.85221e-07
0,5,-4.47368,0,0,0,-1.62689e-07
0,5,-3.94737,0,0,0,-1.41342e-07
0,5,-3.42105,0,0,0,-1.22225e-07
0,5,-2.89474,0,0,0,-1.06201e-07
0,5,-2.36842,0,0,0,-9.41781e-08
0,5,-1.84211,0,0,0,-8.63821e-08
0,5,-1.31579,0,0,0,-8.30593e-08
0,5,-0.789474,0,0,0,-8.41049e-08
0,5,-0.263158,0,0,0,-8.92013e-08
0,5,0.263158,0,0,0,-9.80229e-08
0,5,0.789474,0,0,0,-1.09825e-07
0,5,1.31579,0,0,0,-1.23923e-07
0,5,1.84211,0,0,0,-1.39226e-07
0,5,2.36842,0,0,0,-1.54531e-07
0,5,2.89474,0,0,0,-1.68627e-07
0,5,3.42105,0,0,0,-1.79762e-07
0,5,3.94737,0,0,0,-1.86372e-07
0,5,4.47368,0,0,0,-1.8687e-07
0,5,5,0,0,0,-1.79324e-07
0.2,-5,-5,0,0,0,3.85456e-08
0.2,-5,-4.47368,0,0,0,7.55585e-08
0.2,-5,-3.94737,0,0,0,9.2248e-08
0.2,-5,-3.42105,0,0,0,8.56538e-08
0.2,-5,-2.89474,0,0,0,6.18345e-08
0.2,-5,-2.36842,0,0,0,3.14318e-08
0.2,-5,-1.84211,0,0,0,2.43345e-09
0.2,-5,-1.31579,0,0,-0,-2.19081e-08
0.2,-5,-0.789474,0,0,-0,-4.10372e-08
0.2,-5,-0.263158,0,0,0,-5.54971e-08
0.2,-5,0.263158,0,0,0,-6.60839e-08
0.2,-5,0.789474,0,0,0,-7.34084e-08
0.2,-5,1.31579,0,0,0,-7.7875e-08
0.2,-5,1.84211,0,0,0,-7.94819e-08
0.2,-5,2.36842,0,0,0,-7.78955e-08
0.2,-5,2.89474,0,0,0,-7.25133e-08
0.2,-5,3.42105,0,0,0,-6.24975e-08
0.2,-5,3.94737,0,0,0,-4.68297e-08
0.2,-5,4.47368,0,0,0,-2.46371e-08
0.2,-5,5,0,0,0,4.58725e-09
0.2,-4.47368,-5,0,0,0,6.22628e-08
0.2,-4.47368,-4.47368,0,0,0,8.74795e-08
0.2,-4.47368,-3.94737,0,0,0,8.67359e-08
0.2,-4.47368,-3.42105,0,0,0,6.34723e-08
0.2,-4.47368,-2.89474,0,0,0,3.01314e-08
0.2,-4.47368,-2.36842,0,-0,0,-2.50232e-09
0.2,-4.47368,-1.84211,0,-0,0,-2.9703e-08
0.2,-4.47368,-1.31579,0,0,-0,-5.07427e-08
0.2,-4.47368,-0.789474,0,0,-0,-6.64335e-08
0.2,-4.47368,-0.263158,0,0,0,-7.80652e-08
0.2,-4.47368,0.263158,0,0,0,-8.66895e-08
0.2,-4.47368,0.789474,0,0,0,-9.31518e-08
0.2,-4.47368,1.31579,0,0,0,-9.78787e-08
0.2,-4.47368,1.84211,0,0,0,-1.00875e-07
0.2,-4.47368,2.36842,0,0,0,-1.01841e-07
0.2,-4.47368,2.89474,0,0,0,-9.99389e-08
0.2,-4.47368,3.42105,0,0,0,-9.42149e-08
0.2,-4.47368,3.94737,0,0,0,-8.34783e-08
0.2,-4.47368,4.47368,0,0,0,-6.63997e-08
0.2,-4.47368,5,0,0,0,-4.17218e-08
0.2,-3.94737,-5,0,0,0,7.67902e-08
0.2,-3.94737,-4.47368,0,0,0,8.80596e-08
0.2,-3.94737,-3.94737,0,0,0,7.14223e-08
0.2,-3.94737,-3.42105,0,0,0,3.78728e-08
0.2,-3.94737,-2.89474,0,-0,0,1.96349e-09
0.2,-3.94737,-2.36842,0,-0,0,-2.85532e-08
0.2,-3.94737,-1.84211,0,-0,0,-5.16983e-08
0.2,-3.94737,-1.31579,0,-0,0,-6.84008e-08
0.2,-3.94737,-0.789474,0,0,-0,-8.02337e-08
0.2,-3.94737,-0.263158,0,0,0,-8.87703e-08
0.2,-3.94737,0.263158,0,0,0,-9.53576e-08
0.2,-3.94737,0.789474,0,0,0,-1.00926e-07
0.2,-3.94737,1.31579,0,0,0,-1.05857e-07
0.2,-3.94737,1.84211,0,0,0,-1.10321e-07
0.2,-3.94737,2.36842,0,0,0,-1.13799e-07
0.2,-3.94737,2.89474,0,0,0,-1.155e-07
0.2,-3.94737,3.42105,0,0,0,-1.14213e-07
0.2,-3.94737,3.94737,0,0,0,-1.08659e-07
0.2,-3.94737,4.47368,0,0,0,-9.72361e-08
0.2,-3.94737,5,0,0,0,-7.83552e-08
0.2,-3.42105,-5,0,0,0,8.32237e-08
0.2,-3.42105,-4.47368,0,0,0,8.11245e-08
0.2,-3.42105,-3.94737,0,0,0,5.3077e-08
0.2,-3.42105,-3.42105,0,0,0,1.5279e-08
0.2,-3.42105,-2.89474,0,-0,0,-1.9236e-08
0.2,-3.42105,-2.36842,0,-0,0,-4.56923e-08
0.2,-3.42105,-1.84211,0,-0,0,-6.42035e-08
0.2,-3.42105,-1.31579,0,-0,0,-7.63367e-08
0.2,-3.42105,-0.789474,0,0,-0,-8.42356e-08
0.2,-3.42105,-0.263158,0,0,0,-8.96739e-08
0.2,-3.42105,0.263158,0,0,0,-9.418e-08
0.2,-3.42105,0.789474,0,0,0,-9.879e-08
0.2,-3.42105,1.31579,0,0,0,-1.04049e-07
0.2,-3.42105,1.84211,0,0,0,-1.09913e-07
0.2,-3.42105,2.36842,0,0,0,-1.15905e-07
0.2,-3.42105,2.89474,0,0,0,-1.21118e-07
0.2,-3.42105,3.42105,0,0,0,-1.24223e-07
0.2,-3.42105,3.94737,0,0,0,-1.23834e-07
0.2,-3.42105,4.47368,0,0,0,-1.18091e-07
0.2,-3.42105,5,0,0,0,-1.05275e-07
0.2,-2.89474,-5,0,0,0,8.39389e-08
0.2,-2.89474,-4.47368,0,0,0,7.11883e-08
0.2,-2.89474,-3.94737,0,0,0,3.66687e-08
0.2,-2.89474,-3.42105,0,-0,0,-1.5687e-09
0.2,-2.89474,-2.89474,0,-0,0,-3.29616e-08
0.2,-2.89474,-2.36842,0,-0,0,-5.49857e-08
0.2,-2.89474,-1.84211,0,-0,0,-6.88325e-08
0.2,-2.89474,-1.31579,0,-0,0,-7.66228e-08
0.2,-2.89474,-0.789474,0,-0,0,-8.06687e-08
0.2,-2.89474,-0.263158,0,0,0,-8.30723e-08
0.2,-2.89474,0.263158,0,0,0,-8.54931e-08
0.2,-2.89474,0.789474,0,0,0,-8.91429e-08
0.2,-2.89474,1.31579,0,0,0,-9.46357e-08
0.2,-2.89474,1.84211,0,0,0,-1.01912e-07
0.2,-2.89474,2.36842,0,0,0,-1.10378e-07
0.2,-2.89474,2.89474,0,0,0,-1.19016e-07
0.2,-2.89474,3.42105,0,0,0,-1.26426e-07
0.2,-2.89474,3.94737,0,0,0,-1.30933e-07
0.2,-2.89474,4.47368,0,0,0,-1.30719e-07
0.2,-2.89474,5,0,0,0,-1.23832e-07
0.2,-2.36842,-5,0,0,0,8.16307e-08
